"id","item_1","item_2","item_3","item_4","item_5","item_6","item_7","item_8","item_9","item_10","item_11","item_12","item_13","item_14","item_15","item_16","item_17","item_18","item_19","item_20","item_21","item_22","item_23","item_24","item_25","item_26","item_27","item_28","item_29","item_30","item_31","item_32","item_33","item_34","item_35","item_36","item_37","item_38","item_39","item_40","item_41","item_42","item_43","item_44","item_45","item_46","item_47","item_48","item_49","item_50","item_51","item_52","item_53","item_54","item_55","item_56","item_57","item_58","item_59","item_60","item_61","item_62","item_63","item_64","item_65","item_66","item_67","item_68","item_69","item_70","item_71","item_72","item_73","item_74","item_75","item_76","item_77","item_78","item_79","item_80","item_81","item_82","item_83","item_84","item_85","item_86","item_87","item_88","item_89","item_90","item_91","item_92","item_93","item_94","item_95","item_96","item_97","item_98","item_99","item_100"
"R131",4,5,5,4,5,2,5,2,1,5,1,5,5,5,4,1,4,4,2,4,5,5,5,1,4,1,4,3,4,4,2,5,5,4,5,4,5,5,2,5,1,5,5,4,4,4,4,5,2,5,5,5,4,2,4,1,5,1,5,2,1,1,4,4,5,1,5,4,2,5,1,5,5,4,4,1,4,5,4,5,5,5,5,5,4,1,5,1,5,4,2,5,5,4,5,2,5,5,4,5
"R132",5,4,4,3,5,3,1,3,5,2,2,3,4,3,4,5,4,4,2,2,5,4,1,4,3,4,5,2,5,3,2,2,3,4,3,4,1,5,3,1,4,2,4,5,4,4,3,4,5,5,3,4,3,4,4,4,3,4,5,3,4,3,4,3,4,4,2,3,5,3,3,2,4,4,5,3,1,2,5,2,3,4,2,4,5,3,4,2,4,4,5,3,3,2,3,2,2,4,5,3
"R133",3,5,2,4,4,4,5,3,2,5,4,1,3,5,5,4,3,2,3,4,1,4,2,3,4,2,2,2,5,4,3,4,1,4,5,4,2,5,5,4,3,1,4,4,5,4,3,4,4,4,1,2,2,3,4,2,3,2,5,4,4,3,4,4,3,4,4,4,2,5,4,3,3,5,5,4,2,4,5,4,1,2,1,4,5,3,2,2,4,4,4,4,5,5,4,4,3,4,5,5
"R134",5,5,3,4,5,4,5,1,5,5,2,5,1,5,5,2,4,2,3,5,1,3,5,5,4,3,4,1,2,5,3,4,2,4,5,5,5,5,5,4,1,5,5,4,5,5,4,4,5,5,5,4,1,5,4,2,4,2,4,4,1,4,3,2,4,2,4,3,4,2,1,5,4,3,5,5,4,5,5,5,3,3,4,4,4,1,2,1,2,2,2,4,4,4,5,2,4,1,4,4
"R135",3,5,5,4,5,3,3,3,3,3,4,4,3,5,4,2,3,3,2,4,4,4,3,3,2,1,4,1,3,5,2,4,4,3,4,2,2,4,4,3,2,2,4,4,5,4,3,4,2,5,2,3,2,4,5,2,4,5,3,4,2,4,3,2,4,2,4,4,4,2,3,4,3,4,4,2,3,3,3,4,3,4,3,3,3,2,2,3,4,3,2,4,3,3,4,2,3,2,5,3
"R136",2,4,4,4,5,1,3,4,5,4,1,5,2,5,5,2,5,5,5,5,1,4,5,2,4,1,4,3,5,4,2,3,2,4,5,2,2,5,4,4,1,5,3,4,4,2,4,4,2,5,1,3,4,3,4,1,4,4,3,5,1,4,3,3,5,1,2,4,5,5,1,4,4,4,4,2,5,3,4,5,1,3,4,3,4,2,1,2,5,5,1,4,3,4,4,1,5,5,5,3
"R137",5,4,5,4,4,3,1,5,1,5,2,4,4,5,5,4,3,2,2,2,5,4,4,1,4,3,5,1,5,4,4,4,5,5,2,5,5,5,4,2,2,4,4,5,5,5,4,3,2,4,1,4,1,1,5,4,5,1,5,2,2,4,5,4,4,2,1,5,2,5,2,4,5,2,1,2,2,4,5,2,2,3,5,1,2,1,5,4,4,3,4,4,5,2,4,2,4,2,4,4
"R138",3,2,4,3,2,4,2,3,5,5,4,3,2,2,4,2,4,2,4,1,2,4,5,5,2,1,2,1,3,2,3,2,4,3,3,4,2,2,4,2,3,2,4,4,4,5,2,4,3,5,4,4,4,5,2,4,3,1,4,5,2,2,5,3,2,4,2,4,4,5,3,4,5,4,2,4,3,4,5,2,3,3,4,3,2,3,1,2,4,2,4,2,5,1,5,3,4,4,4,5
"R139",4,2,5,2,4,5,1,3,1,4,4,2,5,2,4,5,2,5,1,1,1,2,4,5,2,4,1,1,4,5,5,2,5,1,4,5,1,2,4,1,5,4,2,5,4,5,2,2,5,2,1,1,4,2,2,5,2,3,4,5,4,1,5,4,1,5,1,1,2,1,4,1,4,4,4,5,2,4,5,1,5,1,4,2,2,5,1,4,4,1,5,1,5,1,1,5,1,4,3,4
"R140",5,5,5,4,5,5,4,1,2,4,4,4,5,5,4,3,3,4,2,4,4,5,5,2,2,5,4,3,4,4,2,4,3,4,4,4,3,4,4,4,2,4,2,2,4,3,3,3,4,3,4,4,1,4,4,4,5,3,4,3,2,4,4,4,4,4,4,4,2,4,2,2,3,3,4,3,4,4,5,4,3,5,3,4,3,2,4,1,3,4,5,3,2,3,3,2,3,2,3,4
"R141",3,4,5,4,4,2,2,3,4,3,2,3,2,4,4,2,3,4,4,3,3,3,4,3,1,1,3,2,3,3,1,3,4,5,4,2,2,5,3,3,2,2,2,2,3,2,2,4,5,3,2,3,4,3,3,3,4,3,4,5,2,3,5,4,3,1,3,3,4,4,1,3,4,4,4,4,3,5,5,4,3,3,5,4,2,2,4,2,4,3,2,4,5,4,4,1,2,4,5,3
"R142",5,4,5,3,3,2,1,5,5,3,4,1,5,4,5,3,4,5,5,4,5,3,5,5,2,4,3,3,5,3,3,5,4,3,4,4,4,5,5,3,4,1,5,4,5,4,3,4,5,5,3,4,5,3,2,3,4,5,5,5,4,2,5,4,3,2,2,5,4,3,3,4,5,5,4,5,4,5,5,4,2,3,5,3,3,3,4,3,5,4,5,3,5,3,3,2,3,4,5,3
"R143",4,2,4,4,4,5,1,5,5,4,3,3,5,2,4,2,3,1,3,1,2,4,5,2,1,3,2,1,5,5,4,1,3,4,5,5,2,5,4,3,3,3,2,4,3,4,2,5,2,3,5,2,4,2,2,3,3,3,5,2,3,2,5,3,3,5,2,4,2,4,3,5,2,4,3,3,2,2,4,2,5,2,4,1,2,3,4,2,2,2,4,4,5,2,2,4,2,3,2,4
"R144",2,5,5,4,5,1,2,5,1,4,4,4,2,2,4,2,4,4,1,1,1,4,5,4,2,1,2,2,4,2,3,1,5,4,5,4,1,5,2,4,1,4,4,4,5,2,3,2,5,5,4,2,5,5,2,3,4,5,5,5,1,3,5,4,4,1,2,5,5,4,4,2,5,5,5,5,4,5,5,2,2,2,2,2,1,2,2,4,5,2,2,2,5,4,4,2,1,5,5,4
"R145",5,2,5,4,3,2,4,5,5,4,3,4,4,5,1,2,5,5,2,5,4,5,5,2,1,1,2,3,5,3,5,3,5,4,4,3,4,5,1,4,1,2,4,4,5,4,3,4,2,5,2,4,4,1,1,5,2,1,5,5,3,4,5,4,1,2,5,5,5,2,3,3,5,5,4,4,4,5,5,4,1,5,2,2,1,1,4,4,2,5,5,2,5,3,5,1,4,5,5,4
"R146",4,4,5,4,4,2,2,5,1,2,4,5,5,4,4,2,4,5,4,2,5,4,5,3,2,1,3,1,2,4,2,4,4,4,5,2,2,5,4,3,1,5,4,3,5,5,4,5,2,4,4,4,5,1,2,3,5,1,2,2,1,5,5,4,4,2,4,4,5,2,1,5,5,5,4,3,2,5,2,2,5,3,5,1,2,1,4,1,2,1,4,4,5,4,5,1,4,5,4,2
"R147",4,4,5,3,4,2,4,1,5,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,3,4,4,4,4,3,4,5,3,5,4,2,4,4,4,4,4,4,4,5,4,4,4,4,5,5,3,4,4,1,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,5,4,3,4,4,4,3,4,3,4,2,4,4,4,3,4,3,3,3,4,2,3,2
"R148",4,1,5,2,4,2,1,4,5,5,2,4,4,2,4,1,2,3,4,4,2,4,4,1,4,1,1,1,3,5,5,1,5,1,4,4,1,4,4,4,4,4,4,4,5,5,2,2,2,5,5,2,4,5,5,4,1,2,5,4,1,1,5,1,4,1,1,5,5,4,4,2,2,4,5,4,2,4,4,4,5,4,1,4,4,2,1,1,1,4,1,1,4,1,4,4,1,1,2,4
"R149",4,2,5,4,4,2,4,4,4,3,3,2,5,3,3,2,2,3,4,3,3,3,3,4,2,2,3,4,4,3,2,2,5,4,4,2,2,5,3,3,2,1,4,4,4,3,2,4,3,3,4,3,4,4,3,2,3,4,4,3,2,3,5,3,3,2,4,4,4,2,3,3,3,3,4,4,2,4,3,2,4,3,4,2,3,3,3,2,4,2,2,3,5,4,3,2,2,5,4,2
"R150",4,3,2,4,5,2,2,3,5,5,1,2,4,4,5,4,2,2,5,2,2,4,1,4,5,4,4,1,4,3,1,2,1,5,5,3,1,5,5,5,1,1,4,4,5,4,3,5,5,5,1,4,1,4,4,4,4,1,5,4,2,4,4,4,4,1,5,4,5,5,1,2,3,5,5,4,4,4,5,4,2,3,2,5,5,1,5,3,5,4,5,4,2,3,5,1,4,5,5,5
"R151",4,4,4,2,4,4,4,5,3,4,4,4,3,4,4,3,3,5,2,4,5,3,5,2,3,2,5,3,3,4,4,5,4,4,4,3,3,4,4,3,3,4,4,4,4,4,3,3,3,3,4,3,5,5,4,2,3,5,3,4,3,4,3,3,4,4,5,5,4,4,3,4,3,3,5,5,2,5,4,3,3,3,4,3,3,2,4,2,5,4,4,5,3,4,3,3,4,2,3,4
"R152",4,3,4,4,5,2,1,3,4,5,2,4,4,4,5,3,4,4,4,4,1,4,4,5,4,2,3,2,4,4,4,3,3,4,4,2,2,5,5,5,2,4,5,5,4,4,3,5,4,4,2,4,5,4,4,2,4,4,5,5,2,2,4,4,4,2,3,4,2,4,2,4,5,5,5,4,2,5,4,4,4,4,4,2,4,2,4,2,5,5,2,2,5,5,4,2,4,5,3,5
"R153",2,4,4,5,5,1,5,3,5,4,2,4,4,5,5,2,5,4,5,4,1,5,2,1,4,2,4,4,5,2,1,4,4,4,4,2,4,5,4,4,2,4,4,4,4,2,5,5,2,4,4,4,1,4,2,2,5,2,5,2,2,4,3,5,4,2,5,4,4,3,1,4,4,5,4,2,4,4,4,4,2,5,2,2,4,1,4,3,5,4,2,4,3,4,4,1,5,3,4,4
"R154",2,4,4,3,4,5,1,5,3,5,3,4,5,2,4,4,4,3,4,4,4,4,5,5,4,4,1,2,3,3,4,2,4,3,4,5,1,5,4,4,3,4,4,4,4,2,3,5,2,4,4,4,2,5,3,4,2,1,5,4,2,3,4,3,4,4,4,4,4,4,3,3,3,4,5,4,4,4,5,4,4,4,2,5,4,2,1,2,4,4,4,3,4,3,3,4,4,4,5,5
"R155",4,4,4,4,5,2,2,5,5,5,2,4,4,5,4,2,1,1,5,4,1,4,5,2,4,4,4,2,5,4,2,5,4,5,4,2,4,5,4,3,1,4,5,5,4,3,1,5,4,5,4,4,5,2,4,2,4,1,5,4,2,5,5,5,5,2,4,5,1,4,2,4,4,5,4,1,1,5,5,3,4,4,5,2,4,1,4,1,5,4,2,5,5,4,4,1,4,5,3,4
"R156",2,2,3,2,4,3,2,2,5,5,1,4,2,4,4,3,3,4,2,4,1,4,4,4,3,2,3,1,2,4,2,2,2,3,3,4,2,4,4,4,1,4,3,3,4,4,3,4,3,4,3,3,3,4,4,2,3,2,3,4,2,2,2,2,4,4,2,4,4,4,1,3,2,3,4,4,2,4,4,3,3,3,3,4,4,2,1,1,4,4,3,2,3,2,4,2,2,2,4,4
"R157",4,4,3,4,4,1,3,5,5,4,2,4,2,5,4,2,5,3,4,5,1,3,3,2,1,1,4,1,2,3,1,5,1,5,4,2,3,5,3,2,2,3,4,4,4,2,4,4,2,5,1,2,4,3,5,3,3,2,3,4,1,4,2,3,4,1,3,4,4,4,2,3,2,4,5,2,5,4,5,4,1,3,4,2,4,4,2,2,3,3,2,4,2,4,3,2,4,4,4,4
"R158",4,4,4,5,4,3,5,4,3,4,2,4,5,5,5,2,5,4,2,5,1,5,5,1,3,5,5,1,5,4,2,5,2,5,5,4,5,4,5,4,1,4,5,5,4,3,5,5,5,5,2,3,4,2,4,5,4,3,5,5,1,5,2,5,4,5,5,4,2,5,2,3,2,5,3,1,5,5,5,5,2,4,4,2,3,2,1,3,5,4,5,5,3,5,4,2,4,4,4,4
"R159",1,5,5,4,5,2,3,5,3,4,2,5,5,5,3,1,5,5,2,5,2,5,5,3,4,1,5,5,4,3,1,5,5,4,5,4,5,5,3,4,1,5,5,5,5,2,5,5,2,5,2,5,2,1,3,1,5,3,2,3,1,5,3,4,4,3,3,5,5,5,2,5,5,5,1,1,5,5,1,5,1,5,2,1,5,1,5,5,4,4,1,5,3,4,5,1,5,5,5,1
"R160",4,2,5,2,5,5,1,5,5,5,4,2,5,2,4,1,4,4,2,4,4,4,4,4,4,2,1,1,2,4,2,2,5,2,5,4,1,5,2,5,1,2,5,4,5,2,4,5,4,5,4,4,4,2,4,4,2,1,4,2,4,2,5,2,4,5,2,4,4,5,4,4,5,2,5,5,5,5,2,2,5,4,5,1,4,2,2,2,5,2,4,2,5,2,5,2,1,5,4,5
"R161",2,5,2,2,5,1,2,4,5,5,1,4,4,4,5,4,5,4,4,5,4,4,5,4,5,2,5,4,4,4,2,4,4,4,5,2,2,5,5,4,1,4,5,5,5,5,4,4,5,5,4,2,2,2,5,2,5,5,5,5,2,5,4,2,5,2,4,1,4,5,1,4,2,4,5,4,5,5,5,5,1,4,2,4,5,1,4,5,4,5,1,4,2,4,5,1,5,4,5,5
"R162",4,4,3,3,4,2,2,5,5,4,4,4,4,5,5,4,2,5,4,4,3,5,3,4,2,3,3,1,5,4,2,4,3,3,4,2,1,5,5,1,2,4,5,4,4,3,3,5,5,4,2,4,2,2,3,4,4,1,5,4,4,4,2,2,3,2,5,5,4,5,3,3,3,5,4,5,2,4,5,4,2,4,5,2,1,3,2,2,5,5,4,3,2,4,3,1,3,4,4,2
"R163",4,4,4,2,5,4,4,3,3,5,4,4,3,4,4,2,4,3,2,4,3,4,5,5,4,3,4,3,3,4,2,4,3,3,4,4,4,5,4,5,3,4,3,3,5,4,4,5,4,5,3,3,3,2,4,2,5,2,4,4,3,4,3,2,4,4,4,4,4,5,4,3,3,4,5,4,4,5,4,3,2,3,4,3,4,3,4,1,4,4,4,4,3,3,4,2,3,4,3,5
"R164",5,5,5,5,4,3,4,5,3,4,3,4,5,5,4,1,4,3,2,4,5,5,4,1,1,3,5,3,5,2,1,5,5,5,3,4,4,5,3,5,1,4,5,5,5,5,4,5,2,4,5,4,4,1,3,3,5,5,5,3,1,5,5,5,3,4,5,5,4,4,2,5,5,5,1,2,3,5,4,4,4,5,3,1,4,2,5,2,2,3,4,5,5,5,5,1,5,5,5,4
"R165",3,4,5,2,2,4,4,3,2,5,4,4,2,4,4,2,4,2,4,4,4,4,4,2,1,4,3,3,4,2,4,2,3,4,2,5,2,4,2,1,2,3,2,4,4,2,4,4,2,2,5,4,2,4,2,2,4,5,5,1,2,4,5,1,2,2,4,4,2,4,4,5,2,4,1,2,1,2,2,4,4,4,2,4,1,4,4,1,2,4,5,4,5,2,4,4,4,5,2,4
"R166",2,2,5,4,3,2,4,5,4,2,5,2,5,4,2,3,2,5,1,2,4,5,4,5,1,2,2,2,4,4,3,4,5,4,4,4,2,5,1,2,3,2,4,5,4,5,2,5,3,1,2,3,3,1,2,3,2,1,4,4,3,3,5,4,2,5,2,5,1,5,4,1,5,5,3,4,2,5,5,3,5,4,3,2,2,4,5,4,4,1,4,4,5,1,3,1,2,5,3,1
"R167",2,4,2,3,4,4,2,4,4,4,4,4,5,5,4,1,4,4,3,2,3,4,5,2,4,2,4,5,4,3,3,4,3,4,3,4,5,5,4,2,1,4,5,5,5,3,4,5,4,4,4,5,4,1,5,2,4,5,5,3,1,4,4,4,4,4,4,5,2,3,3,4,3,4,2,2,4,5,4,4,4,4,4,2,4,2,4,3,4,3,2,4,4,4,3,2,4,3,2,3
"R168",3,1,1,4,5,4,5,5,4,3,3,5,5,5,3,1,5,5,2,1,3,5,5,1,3,1,4,3,4,4,3,3,5,2,5,4,4,5,2,2,2,4,5,5,4,2,4,5,2,4,3,5,5,2,4,1,5,4,5,4,2,5,5,2,4,4,4,5,4,2,3,4,4,4,4,1,4,5,2,4,4,4,5,2,2,2,3,3,3,2,2,1,2,2,2,3,4,5,5,3
"R169",3,4,3,2,4,1,5,3,4,4,1,4,4,4,4,4,5,4,2,5,3,5,5,2,4,4,4,3,4,4,1,3,5,4,4,3,4,4,3,4,1,4,3,3,4,3,4,5,5,5,4,4,4,4,4,3,5,3,4,3,2,3,4,2,4,4,5,5,2,5,1,4,4,4,3,4,5,5,4,5,1,5,2,1,4,1,4,3,2,4,4,3,5,3,5,1,2,4,4,4
"R170",4,5,5,2,4,5,4,4,2,5,4,4,4,4,4,1,5,5,1,5,2,5,5,2,5,1,3,4,3,5,4,5,5,2,4,5,4,5,3,5,1,5,2,4,5,3,4,5,2,4,4,5,5,3,2,3,3,3,4,2,3,4,3,3,4,4,4,4,5,5,3,4,5,4,5,1,5,5,4,5,4,5,5,2,5,3,3,3,5,4,4,5,4,3,3,3,3,4,5,5
"R171",5,4,4,5,5,3,2,4,4,5,4,4,5,5,5,2,3,4,4,4,2,4,4,4,4,3,4,4,4,4,2,3,2,4,4,2,2,5,4,4,2,3,5,5,5,3,4,4,3,5,3,3,3,3,4,2,4,4,4,5,1,4,2,4,4,2,4,4,4,3,4,4,4,5,4,2,3,4,4,5,2,4,4,4,3,3,4,3,4,4,2,4,4,5,5,1,4,5,5,4
"R172",2,4,5,3,5,2,5,5,2,3,2,4,3,4,2,1,5,4,5,5,3,5,4,2,2,1,3,3,4,5,1,1,2,2,4,1,3,5,2,2,1,4,5,5,5,3,5,5,2,4,1,5,5,3,3,2,4,3,5,5,1,4,4,2,4,2,4,5,2,2,2,4,4,5,3,2,5,5,5,5,3,5,5,4,2,2,4,2,2,2,2,4,4,4,4,2,2,5,4,2
"R173",5,2,5,2,4,4,1,5,5,5,5,4,5,3,4,4,5,2,2,2,4,4,4,4,2,5,1,4,2,3,5,2,5,1,4,5,2,5,4,5,5,4,4,2,3,5,5,5,4,5,4,5,5,4,2,5,1,2,2,2,4,2,5,2,2,5,2,5,2,5,5,2,2,2,2,5,5,5,5,2,4,4,5,2,2,5,2,2,4,2,5,1,5,2,1,5,2,2,2,5
"R174",5,5,5,4,2,5,5,5,4,5,2,4,5,4,2,2,4,2,2,2,4,4,2,2,5,4,4,4,2,4,2,4,4,2,4,5,4,5,2,5,1,4,4,4,4,2,4,5,2,4,4,5,2,4,4,4,4,4,4,2,2,5,5,4,2,5,5,5,4,5,2,4,4,4,2,2,4,5,2,4,4,4,4,2,2,2,4,2,4,2,5,5,4,4,2,4,4,5,4,5
"R175",4,3,2,4,4,2,4,2,4,5,3,3,4,3,5,4,4,4,3,4,3,4,4,2,3,3,4,4,2,5,2,2,2,2,3,2,5,5,4,5,1,3,3,3,4,4,3,3,4,4,2,3,2,2,4,4,5,2,3,4,3,4,5,4,5,3,5,4,3,5,3,4,5,4,5,4,4,5,5,4,4,3,4,2,3,2,2,1,2,2,3,1,5,4,4,2,2,3,4,5
"R176",3,4,3,4,5,2,4,3,2,2,4,4,5,5,3,4,2,5,4,3,5,5,4,4,4,1,4,4,5,4,2,5,4,4,5,4,4,5,2,4,2,4,5,5,4,3,2,5,5,4,4,4,2,4,3,5,4,3,5,5,2,4,5,4,5,3,4,5,4,3,3,4,4,5,1,4,2,4,5,4,3,4,4,3,2,2,4,4,3,2,4,4,5,4,4,1,4,5,5,3
"R177",4,3,5,5,4,3,2,3,2,3,2,4,5,3,4,4,3,2,3,4,3,4,2,2,3,2,3,2,2,3,2,3,5,4,4,4,4,4,4,2,2,4,4,5,5,4,2,4,2,2,4,2,3,2,4,2,4,1,4,2,2,4,4,4,4,2,4,5,3,3,2,3,4,4,4,2,3,4,4,3,4,4,4,4,4,1,5,2,4,4,2,4,3,4,3,2,3,4,5,4
"R178",5,5,4,3,4,1,3,4,5,2,4,2,4,5,4,3,4,5,5,1,5,4,3,5,1,3,3,3,5,2,5,4,2,3,3,2,2,4,4,1,2,2,5,5,5,5,4,5,5,3,2,1,1,3,2,4,3,4,5,5,5,3,4,3,2,2,3,5,2,1,3,3,1,5,4,2,2,4,5,2,2,2,2,5,2,3,2,3,5,3,2,4,3,3,4,3,2,5,5,1
"R179",5,4,5,2,5,2,4,5,5,5,1,5,5,5,5,2,4,4,4,5,1,5,4,4,4,2,5,5,4,4,2,5,4,4,5,2,4,5,4,5,1,4,5,5,5,2,4,5,4,5,4,5,4,3,4,2,4,2,5,4,1,5,4,3,5,2,5,5,4,4,1,4,5,5,5,1,5,5,5,4,1,5,4,2,4,1,5,3,5,4,2,5,2,4,5,1,4,5,5,3
"R180",4,2,4,4,2,4,2,5,5,5,5,4,4,3,5,2,2,4,3,3,4,4,3,4,3,5,2,1,2,3,4,3,4,2,3,4,1,5,4,3,4,3,3,4,4,4,2,5,5,4,4,2,2,4,3,4,3,2,4,4,2,2,3,2,3,4,4,5,2,2,5,4,5,4,4,5,2,4,4,2,3,2,3,4,4,4,3,1,4,4,5,3,3,2,2,4,3,5,4,3
"R181",4,3,5,2,3,2,4,3,4,5,4,4,4,4,4,3,5,3,3,4,3,4,2,3,3,1,4,2,1,3,2,3,3,2,4,2,4,4,4,5,3,4,4,3,5,3,4,4,3,4,2,4,1,3,3,2,5,1,2,2,2,4,4,3,3,2,4,4,5,4,3,4,3,3,5,1,3,3,4,4,2,5,2,3,4,2,4,1,5,3,3,4,4,3,3,1,3,2,5,4
"R182",5,4,4,4,3,4,5,3,5,5,2,3,4,5,4,4,4,3,4,4,5,4,1,2,2,4,4,3,5,3,4,4,4,4,4,4,4,4,5,5,1,3,5,5,4,4,4,4,4,4,4,4,3,3,4,5,4,3,5,2,3,4,5,4,4,5,5,4,3,5,2,3,4,5,5,2,2,4,5,4,5,3,2,5,2,2,5,3,5,4,4,4,4,4,3,1,4,4,4,5
"R183",4,2,4,4,2,2,3,2,2,3,2,3,3,2,4,3,4,2,3,4,4,5,4,4,2,3,3,3,3,4,5,3,4,4,4,2,1,5,4,4,4,4,4,2,3,4,3,4,4,2,4,4,1,2,3,3,5,2,2,5,2,3,4,4,2,3,3,3,2,4,4,4,2,4,3,3,2,4,5,4,4,5,2,2,1,2,4,4,2,1,4,2,5,4,4,4,4,2,4,4
"R184",4,4,5,4,4,4,4,4,3,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4,3,4,3,3,2,2,4,4,5,4,4,5,4,4,4,5,3,4,4,2,4,4,4,3,2,4,4,4,4,3,4,4,4,3,2,4,4,4,4,3,3,4,4,4,2,4,2,4,2,2,4,3,4,3,3,4,4,4,4,2,4,4,5,3
"R185",4,4,5,2,5,4,4,3,4,3,2,5,4,2,5,4,4,2,3,4,3,3,4,2,2,4,2,3,1,2,2,3,5,3,4,5,3,5,4,3,2,4,4,3,5,4,3,5,5,4,4,3,5,4,4,4,3,5,3,4,2,3,4,3,4,4,3,5,5,3,3,4,3,4,4,3,4,5,4,4,2,3,5,2,3,4,5,1,5,5,4,4,5,3,3,3,3,4,5,3
"R186",4,4,4,5,4,3,3,2,5,3,3,4,5,5,4,3,5,4,4,4,3,5,2,3,1,3,4,3,4,3,4,4,5,5,4,3,4,5,4,3,3,4,5,4,4,4,5,5,2,4,4,4,2,3,4,5,5,3,5,4,3,4,5,5,3,4,5,5,3,4,3,4,3,4,5,3,5,4,4,3,5,4,2,5,4,2,4,3,3,2,4,4,3,4,3,3,3,5,3,2
"R187",1,5,5,4,4,1,3,3,5,2,1,4,5,4,3,1,4,4,4,3,5,5,4,2,2,1,4,3,4,2,1,5,5,4,4,1,5,5,2,3,1,4,4,4,4,1,4,5,2,4,4,5,4,2,3,2,5,1,4,2,1,4,5,3,4,2,4,4,4,2,1,5,4,5,4,1,4,5,3,4,5,5,4,2,2,5,5,2,2,2,1,5,4,2,4,1,4,5,3,2
"R188",4,5,5,4,4,2,5,5,5,2,1,5,5,5,4,2,4,5,4,5,4,5,1,1,3,4,5,4,3,2,3,5,5,5,5,2,5,5,2,2,1,5,5,5,5,1,5,5,3,3,2,5,3,2,3,3,5,4,4,5,1,5,5,4,5,1,5,4,4,5,1,5,4,5,3,2,4,5,5,5,1,5,4,2,5,1,5,3,5,2,2,5,5,4,5,1,5,5,4,1
"R189",5,2,3,4,5,2,2,5,5,4,4,2,4,4,5,5,4,2,4,4,2,3,2,5,3,4,2,1,3,4,2,2,3,4,4,2,1,5,5,4,1,2,4,3,4,4,3,4,5,5,2,3,4,4,4,2,4,4,4,3,3,3,2,4,4,2,4,3,5,5,3,3,3,4,5,5,4,3,5,4,2,3,2,4,4,2,4,2,5,4,5,3,4,3,3,3,4,5,5,4
"R190",5,3,4,3,5,3,2,5,4,5,3,5,3,3,5,4,3,2,2,3,1,3,4,3,5,4,2,4,4,5,5,3,4,4,4,5,1,4,5,5,3,3,4,4,5,5,3,4,4,5,5,3,4,2,3,2,3,1,4,2,4,4,5,3,5,4,5,2,3,5,3,4,5,4,5,5,3,3,5,5,3,3,4,4,5,3,4,5,3,4,2,3,4,2,3,2,4,2,2,5
"R191",3,3,4,4,4,2,2,3,4,3,1,5,3,3,4,2,5,5,4,5,2,4,4,2,3,2,4,3,2,4,2,4,3,4,5,2,2,5,4,2,1,5,2,2,4,2,5,5,3,5,2,5,2,2,3,3,4,2,2,3,1,4,4,4,4,2,4,4,3,4,1,4,3,3,5,2,5,4,4,4,2,5,4,4,4,2,3,2,4,4,2,4,4,4,4,1,2,3,4,3
"R192",5,4,5,4,4,4,1,4,4,5,4,4,4,4,5,5,4,1,4,4,5,5,4,4,2,3,4,3,3,4,4,2,4,4,4,5,4,5,5,5,3,4,4,5,4,5,4,5,5,4,5,4,5,5,5,5,4,2,4,3,2,3,5,4,4,4,3,5,4,4,2,3,3,4,5,4,3,4,5,3,4,4,5,5,2,2,5,3,5,4,4,5,5,4,4,1,4,5,5,5
"R193",4,4,5,3,4,1,2,5,4,2,1,5,4,5,2,1,5,5,5,2,4,5,2,4,5,2,4,1,5,4,3,4,5,4,2,2,2,5,2,4,2,2,5,5,5,2,5,5,5,5,4,5,3,5,4,1,4,4,5,5,1,5,4,2,5,2,4,5,2,5,1,5,4,4,1,2,2,4,4,2,2,5,1,5,5,4,5,1,2,4,2,4,1,2,4,1,4,5,5,4
"R194",2,3,4,4,5,1,3,4,3,3,2,4,2,4,4,2,2,5,2,4,2,3,5,2,4,1,3,2,4,3,2,2,2,4,4,2,2,4,4,2,1,4,4,4,5,1,2,4,3,4,1,3,3,3,2,2,4,2,4,4,1,4,4,4,4,1,4,4,5,3,1,4,4,4,3,1,4,5,4,4,4,2,4,2,4,2,2,3,4,2,2,4,2,4,4,1,4,3,4,3
"R195",5,4,5,4,4,3,1,4,4,5,5,4,5,5,5,5,4,3,4,3,4,4,5,5,3,3,4,4,4,4,4,5,4,5,4,4,1,5,4,4,3,3,5,5,4,5,4,5,5,5,5,4,4,3,3,3,4,1,5,5,3,3,4,4,4,3,4,5,5,5,5,3,4,5,1,4,3,5,5,4,2,3,5,4,4,5,4,2,4,3,4,4,5,5,3,4,4,5,5,4
"R196",5,3,5,4,4,5,3,3,4,4,4,3,4,4,4,1,3,5,3,4,5,5,4,4,2,2,2,1,4,5,4,4,4,3,4,5,4,5,3,2,3,4,5,4,4,4,4,5,2,4,4,5,4,4,4,3,4,2,4,4,4,3,4,3,4,5,4,4,2,4,3,4,5,4,3,4,4,5,5,4,4,5,4,3,3,2,1,3,3,4,4,2,5,3,4,3,4,2,3,4
