dataset,rc,synonyms,antonyms,even_odd,rpr,person_total,d2,longstring,irv,response_time
mies_dev,1.02172,-0.18947,-0.45178,-0.35900,-0.49087,1.96642,0.07472,0.67449,-0.76438,NA
mies_dev,-2.81481,-0.68785,-0.80944,-0.68987,-0.67236,0.55521,0.45177,0.00000,0.31066,NA
mies_dev,-0.05325,-0.25483,-0.41880,-0.72336,-0.73380,1.15444,1.77235,0.00000,1.18004,NA
mies_dev,0.65117,-0.16481,-0.07721,-0.26721,-0.29014,0.04935,-1.06173,1.34898,-1.17647,NA
mies_dev,-0.29827,-0.79221,-0.84177,-0.72031,-0.82056,3.09403,2.19815,2.02347,0.86559,NA
mies_dev,0.09438,-0.41456,-0.49808,-0.59607,-0.18776,-0.55394,-0.31243,1.34898,-0.75878,NA
mies_dev,-0.49057,-0.66616,-0.60398,-0.17284,-0.31181,-1.14056,-1.55240,0.00000,-0.95007,NA
mies_dev,0.02897,-0.48722,-0.53069,-0.41880,-0.16954,0.06838,0.08427,1.34898,-0.00547,NA
mies_dev,0.43926,-0.09871,-0.25899,-0.08634,-0.18196,-0.67962,-0.45256,-0.67449,0.14012,NA
mies_dev,0.29588,-0.84783,-0.83161,-0.35615,-0.62989,-0.35099,1.05568,4.72144,1.48882,NA
mies_dev,0.35334,-0.68275,-0.65601,-0.53805,-0.75843,2.41951,-0.12600,-0.67449,-1.10260,NA
mies_dev,1.64609,-0.22512,-0.34652,-0.47801,-0.27236,1.50632,-0.70527,0.00000,-1.58306,NA
mies_dev,0.67882,-0.38516,-0.33958,-0.66665,-0.49507,-1.26995,-0.38767,0.00000,0.48286,NA
mies_dev,0.33900,-0.40067,-0.13995,-0.25398,-0.17739,0.18611,0.58962,1.34898,0.21213,NA
mies_dev,-0.17101,-0.25644,-0.43442,-0.67402,-0.48467,0.36984,3.72810,1.34898,2.42427,NA
mies_dev,1.76879,-0.11180,-0.30589,-0.74716,-0.57998,0.27632,-1.57252,0.00000,-1.97173,NA
mies_dev,-0.81337,-0.75794,-0.82463,-0.21861,-0.60241,-0.79002,-0.17145,4.72144,0.76691,NA
mies_dev,0.68462,-0.14709,0.09090,-0.35028,-0.42224,0.09298,0.22716,0.00000,-0.15425,NA
mies_dev,-0.55701,-0.79227,-0.84955,-0.59678,-0.78022,2.47559,0.24875,0.00000,-0.49712,NA
mies_dev,-0.08810,-0.63811,-0.62800,-0.52924,-0.35400,-1.10724,-0.20185,0.67449,0.60364,NA
mies_dev,1.39719,-0.11979,-0.11428,-0.04616,0.12571,0.31612,0.44761,0.00000,-0.50837,NA
mies_dev,1.83036,-0.28145,-0.25156,-0.48661,-0.22217,0.56606,1.25064,0.00000,0.67444,NA
mies_dev,1.11489,-0.09527,-0.13616,0.41046,0.05263,-0.00007,-0.14832,-0.67449,-0.25796,NA
mies_dev,-0.37566,-0.30223,-0.39441,-0.80961,-0.31792,-0.21449,0.52336,0.00000,0.49117,NA
mies_dev,0.68291,-0.31923,-0.49118,-0.59525,-0.32112,0.49552,-0.55356,0.00000,-1.03148,NA
mies_dev,-0.39831,-0.33828,-0.43204,-0.21330,-0.47301,-0.56961,-0.12021,0.00000,0.25544,NA
mies_dev,0.43061,-0.17972,-0.31219,-0.76367,-0.62959,-0.38175,0.34122,0.67449,0.41081,NA
mies_dev,0.45926,-0.08518,-0.29227,-0.16019,-0.22852,0.20429,-0.48990,1.34898,-0.90663,NA
mies_dev,0.07254,-0.19249,-0.41158,-0.08538,-0.15329,0.26592,-0.06420,-0.67449,-0.54038,NA
mies_dev,1.92042,-0.12886,-0.46549,0.08172,-0.15463,0.74787,0.36455,-0.67449,-0.01305,NA
mies_dev,0.60098,-0.72163,-0.90954,-0.66656,-0.71338,2.90821,1.80106,1.34898,0.54602,NA
mies_dev,0.41737,-0.56804,-0.34076,-0.48458,-0.55776,-0.63022,-0.76886,0.67449,-0.12769,NA
mies_dev,-1.11493,-0.23761,-0.26990,-0.62751,-0.41196,0.01932,-2.26244,0.67449,-2.93644,NA
mies_dev,-0.35291,-0.44573,-0.55151,0.54905,0.53621,1.04407,1.32703,0.00000,0.07579,NA
mies_dev,-1.48860,-0.50451,-0.43266,-0.67702,-0.48310,-0.59569,1.24685,3.37245,1.21143,NA
mies_dev,0.04624,-0.18126,-0.06287,-0.36344,-0.47971,-0.03856,-0.71342,-0.67449,-0.72207,NA
mies_dev,-2.04909,-0.54805,-0.79666,-0.42157,-0.66931,0.22080,-0.65493,0.00000,-0.40826,NA
mies_dev,0.65289,-0.28947,-0.22367,0.06047,-0.21577,-0.14961,1.29835,0.67449,1.20815,NA
mies_dev,-0.41659,-0.78313,-0.74911,0.14335,-0.14736,-0.02898,-0.20915,0.67449,0.12440,NA
mies_dev,-0.96356,-0.67738,-0.74212,-0.72140,-0.33603,-0.78599,0.01188,0.00000,0.53225,NA
mies_dev,-0.25529,-0.48109,-0.51090,-0.41886,-0.40329,1.36669,0.31430,0.00000,-0.23277,NA
mies_dev,-1.06123,-0.75554,-0.84791,-0.65295,-0.56023,-1.03599,-0.49284,0.00000,0.32925,NA
mies_dev,0.40065,-0.68258,-0.48220,0.06730,-0.09880,0.82849,-1.04062,0.00000,-1.40060,NA
mies_dev,1.18210,-0.16218,-0.05515,-0.14241,-0.17098,0.14504,-0.50197,0.00000,-0.77184,NA
mies_dev,0.39267,-0.26058,-0.50980,-0.79820,-0.65885,-1.24491,0.60743,4.04694,1.46050,NA
mies_dev,0.43230,-0.17063,-0.24722,-0.36041,-0.42748,-1.04494,-0.28943,3.37245,0.23095,NA
mies_dev,-1.14120,-0.37776,-0.29400,-0.63267,-0.37438,-0.16674,-0.40466,0.00000,-0.65610,NA
mies_dev,-0.44890,-0.91821,-0.77740,-0.53667,-0.70461,-1.22582,-0.04030,2.69796,1.17565,NA
mies_dev,1.39373,-0.60234,-0.52710,-0.40282,-0.62378,-0.71495,-0.01251,1.34898,0.86028,NA
mies_dev,-1.22671,-0.46316,-0.28620,-0.65439,-0.61001,-0.65171,1.03837,3.37245,0.90490,NA
mies_dev,1.07726,-0.07758,0.36688,-0.20382,-0.17112,-0.59040,-1.09490,0.00000,-1.10260,NA
mies_dev,0.00950,-0.50267,-0.74898,-0.76728,-0.54795,-0.87883,-1.29769,0.00000,-0.75320,NA
mies_dev,0.46198,-0.40267,-0.45898,-0.12027,-0.44412,-0.18032,0.39241,0.00000,0.89660,NA
mies_dev,-1.92568,-0.52758,-0.59327,-0.54663,-0.45645,-0.00617,-0.07479,-0.67449,0.15127,NA
mies_dev,-0.28713,-0.34828,-0.42072,-0.28340,-0.32021,0.78311,1.08724,-0.67449,0.51016,NA
mies_dev,1.25106,-0.17449,-0.45565,0.28524,0.06509,0.80719,-0.56738,1.34898,-1.20923,NA
mies_dev,0.26519,-0.17807,-0.42514,-0.30261,-0.31869,-1.46482,-0.73748,0.00000,0.05451,NA
mies_dev,0.46783,-0.31670,-0.64666,-0.78431,-0.65594,-0.71483,0.00898,0.67449,0.33127,NA
mies_dev,-0.78697,-0.64377,-0.64630,-0.40730,-0.53091,-1.24236,0.27979,4.04694,0.68064,NA
mies_dev,1.13975,-0.26322,-0.37050,-0.34118,-0.39938,0.42319,1.94034,4.04694,2.08486,NA
mies_dev,0.91800,-0.14663,-0.19797,-0.21066,0.02567,0.14930,-0.70072,-0.67449,-0.68693,NA
mies_dev,0.30566,-0.23197,-0.29803,-0.16234,-0.37988,-0.04412,-1.44814,0.00000,-2.03392,NA
mies_dev,-3.07700,-0.59481,-0.61828,0.08907,0.13902,-0.75228,-0.21604,0.00000,0.03778,NA
mies_dev,-0.51146,-0.16371,-0.21731,0.14589,-0.00996,0.39630,-0.68031,0.00000,-0.97405,NA
mies_dev,0.09869,-0.73933,-0.80631,-0.69388,-0.73221,2.86088,2.45583,0.67449,1.04112,NA
mies_dev,-0.06586,-0.53011,-0.59070,-0.32169,-0.00133,-1.06070,-0.17130,0.67449,0.82267,NA
mies_dev,-2.06963,-0.28498,-0.39059,-0.28906,-0.27009,0.00104,-2.08749,0.67449,-2.61883,NA
mies_dev,-0.51807,-0.30034,-0.16812,-0.06274,-0.32212,-0.54148,-2.00347,0.67449,-1.93528,NA
mies_dev,0.00568,-0.43472,-0.47044,-0.87315,-0.57697,1.76221,1.92171,0.00000,1.12098,NA
mies_dev,1.07023,-0.15721,-0.29826,0.41771,0.29839,-0.33055,-0.46098,-0.67449,-0.35253,NA
mies_dev,0.45954,-0.47986,-0.45637,0.09726,-0.17772,-0.97390,-0.63578,0.00000,0.22686,NA
mies_dev,0.94287,-0.23973,0.02897,-0.50599,-0.41078,1.29777,2.65054,0.67449,1.48387,NA
mies_dev,-0.31017,-0.40211,-0.65300,-0.37076,-0.48490,1.85520,-0.45652,0.00000,-1.52061,NA
mies_dev,0.10222,-0.41675,-0.49496,0.07019,0.13492,1.44476,0.30300,0.00000,-0.35870,NA
mies_dev,-0.44491,-0.46338,-0.40400,-0.81108,-0.64735,-0.18047,-0.36008,-0.67449,-0.20593,NA
mies_dev,0.44877,-0.26953,-0.35384,-0.36107,-0.30590,0.12455,2.28488,5.39593,2.38693,NA
mies_dev,-0.92503,-0.74764,-0.75599,-0.67123,-0.68196,-0.88362,1.52024,1.34898,1.95611,NA
mies_dev,-0.52773,-0.08827,-0.09386,-0.28969,0.01527,0.68359,-1.55015,0.00000,-2.23348,NA
mies_dev,-3.82783,-0.54764,-0.55403,-0.75588,-0.54039,0.08274,-0.39543,-0.67449,-0.51512,NA
mies_dev,-1.06338,-0.72835,-0.69544,-0.45640,-0.57529,-0.36838,0.35585,2.69796,0.44154,NA
mies_dev,-1.24411,-0.25474,-0.43069,-0.02211,0.25967,0.43263,0.00494,-0.67449,-0.06549,NA
mies_dev,0.69444,-0.29054,0.12791,0.05975,0.15454,-0.25383,-0.09418,0.00000,0.39641,NA
mies_dev,1.44659,-0.17808,-0.13538,-0.36800,-0.34240,-0.37943,-0.31812,0.00000,-0.16671,NA
mies_dev,0.17866,-0.61167,-0.54244,-0.23318,-0.46209,0.11270,0.25160,-0.67449,0.31794,NA
mies_dev,-0.18028,-0.78747,-0.90697,-0.56866,-0.67911,-1.13343,0.12847,1.34898,1.30206,NA
mies_dev,1.27005,-0.37794,-0.59548,-0.79783,-0.67906,2.54933,0.91434,0.00000,-0.16972,NA
mies_dev,0.08251,-0.46307,-0.53778,-0.70568,-0.43163,-0.51035,-0.34609,0.67449,-0.28455,NA
mies_dev,-0.34305,-0.72157,-0.67540,-0.68378,-0.68276,-0.80304,-0.23610,0.67449,0.56802,NA
mies_dev,1.63992,-0.30820,-0.53002,-0.63154,-0.65117,1.43542,-0.95319,-0.67449,-1.75255,NA
mies_dev,0.26308,-0.39815,-0.43846,-0.51710,-0.55640,-0.36312,0.46456,0.67449,0.57821,NA
mies_dev,-0.86192,-0.24085,-0.47499,-0.80308,-0.63668,-0.37613,-0.27000,0.00000,0.11362,NA
mies_dev,-0.40517,-0.29758,-0.53303,-0.34762,-0.38800,-0.52838,-1.25625,0.00000,-0.69801,NA
mies_dev,-1.35180,-0.35917,-0.34520,-0.63068,-0.43950,-1.48009,-0.54719,0.00000,0.13722,NA
mies_dev,0.17985,-0.66362,-0.43150,-0.37771,-0.51070,1.14722,0.18207,0.67449,-0.51107,NA
mies_dev,-0.05618,-0.43646,-0.57705,-0.61557,-0.69454,-0.76567,-0.90094,0.00000,-0.24970,NA
mies_dev,0.88275,-0.04297,-0.10661,-0.05820,0.02675,-0.11348,-0.78023,0.00000,-0.46261,NA
mies_dev,1.71514,-0.03432,0.03670,-0.43406,-0.03549,0.85790,-0.13101,0.00000,-0.54445,NA
mies_dev,0.08753,-0.59710,-0.73704,-0.69645,-0.52713,-0.34119,-0.04665,0.67449,0.33127,NA
mies_dev,0.39340,-0.37075,-0.56011,-0.46509,-0.52330,-1.04268,-0.44114,-0.67449,0.29162,NA
mies_dev,-0.94952,-0.42173,-0.23040,-0.61908,-0.41977,-0.45804,-1.72485,1.34898,-1.88464,NA
mies_dev,-0.83635,-0.50516,-0.50970,-0.34197,-0.35536,-1.10905,0.25129,0.00000,0.80133,NA
mies_dev,-4.86689,-0.56144,-0.63695,-0.40379,-0.55554,0.32163,2.18146,1.34898,1.57083,NA
mies_dev,0.54914,-0.14805,-0.12027,-0.06096,-0.07662,-0.59657,-0.65048,-0.67449,-0.36929,NA
mies_dev,-0.95914,-0.28501,-0.46361,-0.88142,-0.61219,0.91276,1.24275,0.67449,0.46222,NA
mies_dev,-0.86296,-0.61656,-0.56633,-0.62543,-0.26493,-0.72551,0.38899,4.04694,1.07004,NA
mies_dev,0.42464,-0.56714,-0.71218,-0.32790,-0.50931,1.76519,-0.38979,0.00000,-1.32925,NA
mies_dev,0.97538,-0.16645,-0.16642,-0.17622,-0.33639,0.45981,0.95301,2.02347,0.54248,NA
mies_dev,0.69110,-0.08999,-0.06133,0.19676,-0.01069,-1.23586,0.61680,0.00000,1.16247,NA
mies_dev,2.09650,-0.06455,-0.12590,-0.69496,-0.67302,0.90372,0.54796,0.00000,-0.36444,NA
mies_dev,-0.49245,-0.10030,-0.29347,-0.75186,-0.42022,-1.02952,-2.11535,0.67449,-2.10830,NA
mies_dev,-0.86314,-0.70015,-0.62511,-0.39886,-0.61760,-0.14894,0.01826,1.34898,0.68567,NA
mies_dev,-0.78548,-0.72790,-0.82189,-0.15519,-0.21573,-0.51257,-0.49068,1.34898,-0.32219,NA
mies_dev,-0.72472,-0.72412,-0.74323,-0.74008,-0.69256,-1.22762,-0.32656,2.02347,0.62003,NA
mies_dev,-0.78079,-0.35241,-0.45308,-0.74474,-0.69337,1.23805,0.87888,-0.67449,0.29527,NA
mies_dev,0.42115,-0.54352,-0.62441,-0.80063,-0.04434,1.78838,-0.52391,2.02347,-1.40009,NA
mies_dev,-0.43969,-0.73854,-0.65621,-0.60864,-0.61533,2.88931,1.30070,4.04694,0.44671,NA
mies_dev,0.47220,-0.88051,-0.93092,-0.17497,-0.45991,-0.60785,1.16799,5.39593,1.97259,NA
mies_dev,-1.75287,-0.25854,-0.35731,-0.62862,-0.75105,0.42550,-1.29238,1.34898,-1.59520,NA
mies_dev,0.06975,-0.53087,-0.61611,-0.59002,-0.63653,-1.07612,-0.39046,0.00000,0.42399,NA
mies_dev,0.28068,-0.74464,-0.90936,-0.83343,-0.79909,2.83669,1.50432,0.67449,0.66940,NA
mies_dev,-0.49698,-0.92832,-0.94007,-0.49734,-0.69166,3.99261,3.12936,6.74491,1.83723,NA
mies_dev,-0.87298,-0.40761,-0.47637,-0.41734,-0.35645,0.04511,-0.70702,0.00000,-1.04263,NA
mies_dev,-0.10058,-0.25334,-0.52022,-0.24750,-0.29136,0.00724,1.46182,1.34898,1.43813,NA
mies_dev,1.21419,-0.29921,-0.12618,-0.46136,-0.28815,-0.31014,0.02391,-0.67449,-0.42692,NA
mies_dev,-0.62680,-0.43440,-0.53109,-0.82645,-0.57787,0.07671,-1.20695,2.02347,-1.66054,NA
mies_dev,1.44923,-0.07761,-0.11631,-0.46300,-0.49750,-0.24573,-0.00089,-0.67449,0.08662,NA
mies_dev,1.53000,-0.07601,-0.28652,-0.44212,-0.03488,1.31241,-1.02024,0.00000,-1.87799,NA
mies_dev,-1.28020,-0.64062,-0.61386,-0.49803,-0.30218,-1.07653,1.47197,4.72144,1.60092,NA
mies_dev,-0.88483,-0.56166,-0.41027,-0.83974,-0.60576,0.39278,0.98094,-0.67449,0.48246,NA
mies_dev,-0.61623,-0.61185,-0.66034,-0.51276,-0.67698,-0.96043,0.21267,0.67449,0.84890,NA
mies_dev,-0.83639,-0.58633,-0.60441,-0.65962,-0.66943,1.37579,1.63462,0.00000,1.28220,NA
mies_dev,1.03856,-0.64636,-0.60078,-0.30972,-0.50749,2.12567,-0.01308,0.00000,-0.88809,NA
mies_dev,0.82509,-0.03078,0.02628,-0.66467,-0.24328,0.31771,2.52061,2.02347,1.74822,NA
mies_dev,0.00181,-0.66758,-0.85651,-0.39768,-0.62297,2.42803,1.02870,0.67449,0.47691,NA
mies_dev,-0.81959,-0.29719,-0.36844,-0.78638,-0.59279,0.38946,-0.00696,0.00000,0.00168,NA
mies_dev,-0.11902,-0.30325,-0.12555,-0.58872,-0.12918,-0.70751,-0.45996,0.67449,-0.36135,NA
mies_dev,-0.84033,-0.54962,-0.67854,-0.17636,-0.48057,-0.53081,-0.87922,-0.67449,-0.39229,NA
mies_dev,-0.07514,-0.51606,-0.77235,-0.16531,-0.52816,-0.75440,0.24680,0.00000,0.68605,NA
mies_dev,-2.09862,-0.41435,-0.70363,-0.51587,-0.36295,-0.69213,-0.84608,0.67449,-0.22150,NA
mies_dev,-1.05245,-0.34736,-0.57092,-0.43167,-0.59211,0.95205,2.15001,1.34898,1.36784,NA
mies_dev,3.50721,-0.46061,0.01846,0.64374,0.24602,-0.29110,0.86607,4.04694,1.42995,NA
mies_dev,-1.04161,-0.77746,-0.85655,-0.45127,-0.62929,1.93122,0.25214,0.00000,-0.31255,NA
mies_dev,-0.81787,-0.50943,-0.79503,-0.78016,-0.65500,-0.20204,-0.97413,0.00000,-0.95342,NA
mies_dev,0.50417,-0.23915,-0.64839,0.09338,-0.36417,-1.29320,0.02327,0.67449,1.34776,NA
mies_dev,-1.25487,-0.70319,-0.84285,-0.59737,-0.40531,0.05006,-1.03948,0.67449,-0.86062,NA
mies_dev,0.76449,-0.02079,-0.32279,-0.37652,-0.42714,-0.80783,-1.24287,0.67449,-0.63821,NA
mies_dev,-1.12611,-0.59138,-0.63887,-0.64486,-0.45488,0.29413,1.70769,0.67449,1.50965,NA
mies_dev,0.86784,-0.22197,-0.51998,0.16781,-0.42377,-0.22824,-0.64837,0.00000,-0.44296,NA
mies_dev,0.03955,-0.58320,-0.43482,0.12072,-0.19582,-0.32576,0.11818,0.00000,0.42399,NA
mies_dev,1.31563,-0.01872,-0.05185,0.26988,0.28946,0.23113,-0.41255,2.02347,-0.41803,NA
mies_dev,-0.82119,-0.16718,-0.42950,-0.14310,-0.45371,-0.86659,-0.22137,0.00000,0.44830,NA
mies_dev,0.12403,-0.40434,-0.59236,-0.70487,-0.47231,0.71645,-0.92667,0.00000,-0.94720,NA
mies_dev,-0.67653,-0.15661,-0.35825,-0.26948,-0.28002,0.15593,-0.06066,0.67449,-0.94337,NA
mies_dev,0.64931,-0.46053,-0.76950,-0.42295,-0.44506,1.37025,-0.45873,0.00000,-0.93619,NA
mies_dev,1.83692,-0.02603,-0.08368,-0.53619,-0.34005,1.12348,-0.68990,0.00000,-0.71096,NA
mies_dev,-0.34421,-0.40288,-0.72758,-0.24658,-0.30322,-0.83607,-0.14353,0.67449,0.23667,NA
mies_dev,0.29537,-0.30542,-0.50266,-0.41017,-0.40346,1.92233,-0.47078,0.67449,-1.46601,NA
mies_dev,0.40330,-0.25816,-0.40443,-0.72536,-0.29649,1.44348,0.90017,-0.67449,0.36511,NA
mies_dev,0.44230,-0.40588,-0.43538,-0.08898,-0.11691,0.79774,0.43714,2.02347,-0.36488,NA
mies_dev,0.18285,-0.81668,-0.95686,-0.55211,-0.67803,-0.23422,1.68890,5.39593,2.02655,NA
mies_dev,-1.96201,-0.40565,-0.27164,-0.88057,-0.59547,0.50210,0.26967,0.67449,0.39921,NA
mies_dev,-0.18840,-0.38636,-0.22754,-0.72483,-0.63644,0.22430,-0.00854,1.34898,-0.38654,NA
mies_dev,-1.03403,-0.58190,-0.72546,0.04877,-0.01248,-1.16857,-1.39033,0.67449,-1.01212,NA
mies_dev,-1.49640,-0.59892,-0.64532,-0.56145,-0.55005,-0.19937,-0.86532,-0.67449,-0.75878,NA
mies_dev,-0.84217,-0.73874,-0.82501,-0.64673,-0.59041,-0.22086,0.69395,0.67449,0.94141,NA
mies_dev,0.10462,-0.89785,-0.90074,-0.50329,-0.66557,3.31933,1.59637,0.67449,0.66630,NA
mies_dev,0.74970,-0.38367,-0.13349,0.08767,0.06258,0.95237,-0.31602,0.00000,-0.62082,NA
mies_dev,1.13585,-0.31426,-0.51656,0.22592,0.00205,-0.95298,-0.66379,2.69796,-0.14567,NA
mies_dev,-0.18485,-0.22731,-0.20629,-0.56066,-0.54293,-0.12897,-0.68852,0.00000,-0.47335,NA
mies_dev,-0.46713,-0.58378,-0.63560,-0.09983,-0.37473,1.66623,-0.50675,0.67449,-1.26370,NA
mies_dev,-2.43617,-0.50820,-0.72044,-0.49722,-0.40265,-0.65822,-0.24418,0.67449,-0.06804,NA
mies_dev,0.86107,-0.42803,-0.41840,-0.17434,-0.34285,1.45388,1.74800,2.02347,1.01248,NA
mies_dev,-0.96313,-0.73290,-0.81371,-0.69184,-0.69990,2.64988,0.94791,1.34898,-0.10121,NA
mies_dev,-0.56211,-0.39777,-0.34210,-0.43499,-0.21161,1.18890,0.59338,0.67449,-0.17531,NA
mies_dev,1.15132,-0.62857,-0.66310,-0.61122,-0.53077,2.27740,0.44428,1.34898,-0.23884,NA
mies_dev,-0.45569,-0.78241,-0.84411,-0.24804,-0.38949,-0.15905,1.43202,5.39593,1.40073,NA
mies_dev,-1.11629,-0.50002,-0.43244,0.00823,-0.13641,-0.70095,0.99189,2.02347,1.34920,NA
mies_dev,1.24726,0.04520,-0.27146,-0.28337,-0.39579,-0.31166,-1.42555,0.67449,-1.89851,NA
mies_dev,0.76066,-0.31633,-0.19664,-0.39844,-0.34703,-0.62088,-0.20224,0.00000,0.25829,NA
mies_dev,-0.39284,-0.67074,-0.77750,-0.12548,-0.48896,1.20429,-0.40174,-0.67449,-0.83844,NA
mies_dev,0.11244,-0.35806,-0.26964,0.05940,0.21200,-0.35329,1.36496,1.34898,1.21252,NA
mies_dev,0.24519,-0.91652,-0.78185,-0.42499,-0.60964,3.68285,2.48393,2.02347,1.26664,NA
mies_dev,-0.81527,-0.48826,-0.15375,-0.22634,-0.66855,-0.57081,-0.12189,0.67449,-0.05447,NA
mies_dev,0.53967,-0.24278,-0.30417,-0.38550,-0.33491,0.86809,1.31081,2.02347,0.51371,NA
mies_dev,2.13420,-0.08783,-0.08895,-0.07657,-0.13031,0.19827,-0.30182,-0.67449,-0.65610,NA
mies_dev,-1.51093,-0.67714,-0.65727,-0.72887,-0.52443,-0.17986,-1.37620,1.34898,-1.29337,NA
mies_dev,0.22262,-0.65343,-0.80080,-0.72818,-0.59232,-0.54967,0.61189,0.67449,1.07966,NA
mies_dev,-0.92916,-0.31417,-0.20494,-0.24368,-0.41452,0.09613,1.00301,0.67449,0.96766,NA
mies_dev,0.63922,-0.25931,-0.07018,-0.10870,0.04685,0.23985,0.43192,0.00000,0.43596,NA
mies_dev,0.77778,-0.50297,-0.51437,-0.44934,-0.49178,-0.76718,-0.36642,0.67449,0.30054,NA
mies_dev,0.00286,-0.19207,-0.21957,-0.49364,-0.55430,-0.92966,0.62102,3.37245,1.18040,NA
mies_dev,0.58621,-0.17274,-0.13352,-0.18062,-0.27228,-0.48159,0.18346,-0.67449,0.70614,NA
mies_dev,1.00693,-0.51913,-0.41680,-0.06755,-0.32071,0.09913,0.07836,2.02347,0.19942,NA
mies_dev,-0.70504,-0.25391,-0.37646,-0.06222,-0.20042,-1.00368,-1.47913,1.34898,-1.24166,NA
mies_dev,-0.77466,-0.47139,-0.60803,-0.63507,-0.38546,-0.49710,-1.68704,0.67449,-1.58306,NA
mies_dev,1.01223,-0.22733,-0.08086,0.07190,-0.07973,1.33646,0.10811,0.00000,-0.28804,NA
mies_dev,-0.74760,-0.47753,-0.57666,-0.34974,-0.28355,0.50081,1.82275,0.67449,1.42426,NA
mies_dev,-0.01374,-0.22431,-0.26379,0.05993,-0.24242,0.44853,-0.15759,0.00000,-0.15511,NA
mies_dev,-0.26312,-0.82488,-0.76302,-0.54349,-0.68170,-0.35012,0.29374,1.34898,0.96766,NA
mies_dev,-0.05726,-0.42033,-0.51722,0.67651,0.53316,1.15996,1.61482,1.34898,0.97290,NA
mies_dev,-1.01319,-0.38022,-0.47744,0.28020,0.08568,0.09665,-0.30777,0.00000,-0.71003,NA
mies_dev,-2.32238,-0.71581,-0.81357,-0.14732,-0.52460,-0.13680,0.30404,0.00000,0.41880,NA
mies_dev,0.20295,-0.36374,-0.52846,-0.52193,-0.36047,0.84843,-0.44240,-0.67449,-0.60713,NA
mies_dev,-0.21631,-0.67170,-0.63102,-0.52148,-0.58560,-0.72983,0.71661,5.39593,1.66150,NA
mies_dev,0.57739,-0.63507,-0.71740,-0.08878,-0.48742,-0.04428,0.81418,0.67449,1.06486,NA
mies_dev,-0.78216,-0.80458,-0.91652,-0.81064,-0.65077,-0.14060,1.22394,3.37245,1.79796,NA
mies_dev,1.86760,-0.11309,-0.46097,-0.21236,-0.47005,3.14538,2.71927,4.04694,1.02960,NA
mies_dev,-0.49380,-0.78758,-0.89295,-0.61945,-0.66716,-1.31463,-0.32239,0.67449,0.72311,NA
mies_dev,-0.11412,-0.47708,-0.61485,-0.49821,-0.64188,-0.12117,-1.50807,-0.67449,-1.60048,NA
mies_dev,-0.16252,-0.28053,-0.52779,-0.56419,-0.47109,0.90588,-0.27800,-0.67449,-0.28804,NA
mies_dev,0.11588,-0.30339,-0.48701,-0.53129,-0.09313,-0.24069,-0.02180,0.00000,-0.39318,NA
mies_dev,0.71406,-0.32244,-0.42482,-0.61873,-0.22726,0.62727,0.61281,1.34898,0.30904,NA
mies_dev,0.20425,-0.50106,-0.71078,-0.36285,-0.59226,-0.90753,-1.35146,-0.67449,-0.89379,NA
mies_dev,0.32580,-0.20838,-0.45423,-0.14474,-0.37883,0.85585,-0.30778,0.67449,-0.53180,NA
mies_dev,-0.85072,-0.45102,-0.32835,-0.07388,0.25426,-0.81747,-0.23073,-0.67449,0.21213,NA
mies_dev,0.12178,-0.17515,-0.30975,-0.27930,-0.52529,-0.52013,-0.40379,-0.67449,-0.11529,NA
mies_dev,-1.78158,-0.24343,-0.46346,0.07911,-0.34787,0.52318,0.57817,0.00000,0.44830,NA
mies_dev,0.30320,-0.84901,-0.80343,-0.11077,-0.33736,2.81950,1.90328,3.37245,0.82572,NA
mies_dev,1.73691,0.03242,-0.25183,-0.85320,-0.29047,0.10103,-1.15899,0.00000,-2.54724,NA
mies_dev,1.65962,-0.53261,-0.21100,0.57023,-0.12757,2.38787,1.79229,0.67449,0.85611,NA
mies_dev,0.11238,-0.42535,-0.58265,-0.82427,-0.74198,-0.05600,0.21714,1.34898,0.57547,NA
mies_dev,0.38283,-0.31077,-0.60239,-0.46927,-0.50785,0.62558,-1.36203,0.00000,-1.81905,NA
mies_dev,-0.38182,-0.85367,-0.95039,-0.67459,-0.61965,3.54618,1.93705,1.34898,0.34740,NA
mies_dev,0.02577,-0.39062,-0.29348,-0.53725,-0.52293,0.87586,0.75589,0.00000,0.33975,NA
mies_dev,-0.26142,-0.46750,-0.49675,-0.29903,-0.30636,0.83202,0.94288,0.67449,0.83105,NA
mies_dev,0.38798,-0.39530,-0.54233,-0.18725,-0.16388,0.14876,-1.01092,0.00000,-1.18341,NA
mies_dev,-2.68692,-0.56533,-0.57794,-0.65948,-0.60950,0.34642,0.51169,1.34898,0.37114,NA
mies_dev,-0.12880,-0.41007,-0.46519,-0.39813,-0.47589,0.27252,0.23851,0.00000,0.16776,NA
mies_dev,1.10457,-0.23269,-0.56564,-0.34684,-0.41220,1.68989,-0.41814,0.67449,-1.41907,NA
mies_dev,-0.27767,-0.37687,-0.55781,0.08691,-0.34932,0.27376,0.94598,0.67449,0.96317,NA
mies_dev,0.49821,-0.17914,-0.20028,-0.19723,-0.19873,0.24307,-0.58362,0.00000,-0.82996,NA
mies_dev,0.79838,-0.52106,-0.55547,-0.45656,-0.54347,-0.99091,-1.50315,0.00000,-0.99089,NA
mies_dev,1.70560,-0.06167,0.02726,0.03704,-0.14541,0.03487,-1.76638,-0.67449,-2.14295,NA
